total
0|0|1|1
0|1|1|2
0|2|1|3
0|3|1|4
0|4|1|5
0|5|1|6
0|6|1|7
0|7|1|8
0|8|1|9
0|9|1|10
0|10|1|11
0|11|1|12
0|12|1|13
0|13|1|14
0|14|1|15
0|15|1|16
0|16|1|17
0|17|1|18
0|18|1|19
0|19|1|20
0|20|1|21
0|21|1|22
0|22|1|23
0|23|1|24
0|24|1|25
0|25|1|26
0|26|1|27
0|27|1|28
0|28|1|29
0|28|2|30
1|28|2|31
1|28|3|32
2|28|3|33
2|28|4|34
2|28|5|35
2|28|6|36
3|28|6|37
3|28|7|38
4|28|7|39
4|28|8|40
5|28|8|41
5|28|9|42
5|28|10|43
5|28|11|44
5|29|11|45
5|29|12|46
5|30|12|47
5|30|13|48
5|31|13|49
5|31|14|50
6|31|14|51
6|31|15|52
6|31|16|53
6|31|17|54
6|32|17|55
6|32|18|56
7|32|18|57
7|32|19|58
8|32|19|59
8|32|20|60
8|33|20|61
8|33|21|62
8|34|21|63
8|34|22|64
8|34|23|65
8|35|23|66
8|35|24|67
8|36|24|68
8|36|25|69
8|37|25|70
8|37|26|71
8|38|26|72
8|38|27|73
8|39|27|74
8|39|28|75
8|40|28|76
8|40|29|77
8|41|29|78
8|41|30|79
8|42|30|80
8|42|31|81
8|43|31|82
8|43|32|83
8|44|32|84
8|44|33|85
8|45|33|86
8|45|34|87
8|46|34|88
8|46|35|89
8|47|35|90
8|47|36|91
8|48|36|92
8|48|37|93
8|49|37|94
8|49|38|95
8|50|38|96
8|50|39|97
8|51|39|98
8|51|40|99
8|52|40|100
8|52|41|101
8|52|42|102
8|52|43|103
8|53|43|104
8|53|44|105
8|53|45|106
8|53|46|107
8|54|46|108
8|54|47|109
8|55|47|110
8|55|48|111
8|55|49|112
8|55|50|113
8|56|50|114
8|56|51|115
8|57|51|116
8|57|52|117
8|58|52|118
8|58|53|119
8|58|54|120
8|58|55|121
8|59|55|122
8|59|56|123
8|60|56|124
8|60|57|125
8|61|57|126
8|61|58|127
8|62|58|128
8|62|59|129
8|62|60|130
8|62|61|131
8|62|62|132
8|62|63|133
8|63|63|134
8|63|64|135
8|64|64|136
8|64|65|137
8|65|65|138
8|65|66|139
8|66|66|140
8|66|67|141
8|67|67|142
8|67|68|143
8|67|69|144
8|68|69|145
8|69|69|146
8|70|69|147
8|70|70|148
8|71|70|149
8|72|70|150
8|72|71|151
8|73|71|152
8|74|71|153
8|75|71|154
8|76|71|155
8|76|72|156
8|76|73|157
8|77|73|158
8|77|74|159
8|78|74|160
8|78|75|161
8|79|75|162
8|79|76|163
8|80|76|164
8|80|77|165
8|81|77|166
8|82|77|167
8|83|77|168
8|84|77|169
8|85|77|170
8|86|77|171
8|87|77|172
8|87|78|173
8|88|78|174
8|88|79|175
8|89|79|176
8|89|80|177
8|90|80|178
8|90|81|179
8|91|81|180
8|91|82|181
8|92|82|182
8|92|83|183
8|93|83|184
8|93|84|185
8|94|84|186
8|94|85|187
8|95|85|188
8|95|86|189
8|96|86|190
8|96|87|191
8|97|87|192
8|97|88|193
8|98|88|194
8|98|89|195
8|99|89|196
8|99|90|197
8|100|90|198
8|100|91|199
8|101|91|200
8|101|92|201
8|102|92|202
8|102|93|203
8|103|93|204
8|103|94|205
8|104|94|206
8|104|95|207
8|105|95|208
8|105|96|209
8|105|97|210
8|106|97|211
8|107|97|212
9|107|97|213
9|108|97|214
9|108|98|215
9|109|98|216
9|110|98|217
9|111|98|218
9|112|98|219
9|112|99|220
9|113|99|221
9|114|99|222
9|114|100|223
9|114|101|224
9|115|101|225
9|116|101|226
9|117|101|227
9|117|102|228
9|117|103|229
9|118|103|230
9|118|104|231
9|119|104|232
9|119|105|233
9|120|105|234
9|120|106|235
9|121|106|236
9|121|107|237
9|122|107|238
9|122|108|239
9|123|108|240
9|123|109|241
9|124|109|242
10|124|109|243
10|125|109|244
10|125|110|245
10|126|110|246
10|126|111|247
10|127|111|248
10|127|112|249
10|128|112|250
10|128|113|251
10|129|113|252
10|129|114|253
10|130|114|254
10|131|115|256
10|132|115|257
10|132|116|258
10|133|116|259
10|133|117|260
10|134|117|261
10|134|118|262
10|135|118|263
10|135|119|264
10|136|119|265
10|136|120|266
10|137|120|267
10|137|121|268
10|138|121|269
10|138|122|270
10|139|122|271
10|139|123|272
10|140|123|273
10|140|124|274
10|141|124|275
10|141|125|276
10|142|125|277
10|142|126|278
10|143|126|279
10|143|127|280
10|144|127|281
10|145|127|282
10|146|127|283
10|147|127|284
10|148|127|285
10|149|127|286
10|150|127|287
10|151|127|288
10|152|127|289
10|153|127|290
10|154|127|291
10|155|127|292
10|156|127|293
10|157|127|294
10|158|127|295
10|159|127|296
10|160|127|297
10|161|127|298
10|162|127|299
10|163|127|300
10|164|127|301
10|165|127|302
10|166|127|303
10|167|127|304
10|168|127|305
10|169|127|306
10|170|127|307
10|171|127|308
10|172|127|309
10|173|127|310
10|174|127|311
10|175|127|312
10|176|127|313
10|177|127|314
10|178|127|315
10|179|127|316
10|180|127|317
10|180|128|318
10|181|128|319
10|181|129|320
10|182|129|321
10|182|130|322
10|183|130|323
10|183|131|324
10|184|131|325
10|184|132|326
10|185|132|327
10|185|133|328
10|186|133|329
10|186|134|330
10|187|134|331
10|187|135|332
10|188|135|333
10|188|136|334
10|189|136|335
10|189|137|336
10|190|137|337
10|190|138|338
10|191|138|339
10|191|139|340
10|192|139|341
10|192|140|342
10|193|140|343
10|193|141|344
10|194|141|345
10|194|142|346
10|195|142|347
10|195|143|348
10|196|143|349
10|196|144|350
