total
0|0|1|1
1|0|1|2
1|1|1|3
1|1|2|4
1|2|2|5
1|2|3|6
1|3|3|7
1|3|4|8
1|3|5|9
1|4|5|10
1|4|6|11
1|5|6|12
1|5|7|13
1|5|8|14
1|6|8|15
1|6|9|16
1|6|10|17
1|7|10|18
1|7|11|19
1|8|11|20
1|9|11|21
1|9|12|22
1|9|13|23
1|9|14|24
1|9|15|25
1|9|16|26
1|9|17|27
1|10|17|28
1|11|17|29
1|11|18|30
1|11|19|31
1|12|19|32
1|12|20|33
1|13|20|34
1|14|20|35
1|14|21|36
1|15|21|37
1|15|22|38
1|16|22|39
1|16|23|40
1|17|23|41
1|17|24|42
1|18|24|43
1|18|25|44
1|19|25|45
1|19|26|46
1|20|26|47
1|20|27|48
1|21|27|49
1|21|28|50
1|22|28|51
1|22|29|52
1|23|29|53
1|23|30|54
1|24|30|55
1|24|31|56
1|25|31|57
1|25|32|58
1|25|33|59
1|26|33|60
1|26|34|61
1|27|34|62
1|27|35|63
1|28|35|64
1|29|35|65
1|29|36|66
1|29|37|67
1|30|37|68
1|30|38|69
1|31|38|70
1|32|38|71
1|32|39|72
1|33|39|73
2|33|39|74
2|34|39|75
2|34|40|76
2|34|41|77
2|35|41|78
2|35|42|79
2|36|42|80
2|36|43|81
2|37|43|82
2|37|44|83
2|38|44|84
2|38|45|85
2|39|45|86
2|39|46|87
2|40|46|88
2|40|47|89
2|41|47|90
2|41|48|91
2|42|48|92
2|42|49|93
2|43|49|94
2|43|50|95
2|44|50|96
2|44|51|97
2|45|51|98
2|45|52|99
2|46|52|100
2|46|53|101
2|47|53|102
2|47|54|103
2|48|54|104
2|48|55|105
2|49|55|106
2|49|56|107
2|50|56|108
2|50|57|109
2|51|57|110
2|51|58|111
2|52|58|112
2|52|59|113
2|53|59|114
2|53|60|115
2|54|60|116
3|54|60|117
3|55|60|118
3|55|61|119
3|56|61|120
3|56|62|121
3|57|62|122
3|57|63|123
3|57|64|124
3|57|65|125
3|57|66|126
3|57|67|127
3|57|68|128
3|57|69|129
3|57|70|130
3|58|70|131
4|58|70|132
4|59|70|133
4|60|70|134
4|61|70|135
4|61|71|136
4|62|71|137
5|62|71|138
5|63|71|139
5|63|72|140
5|64|72|141
5|64|73|142
5|65|73|143
5|65|74|144
5|66|74|145
5|67|74|146
5|68|74|147
6|68|74|148
6|69|74|149
6|70|74|150
6|70|75|151
6|71|75|152
6|71|76|153
6|72|76|154
6|72|77|155
6|73|77|156
6|73|78|157
6|74|78|158
6|74|79|159
6|75|79|160
6|75|80|161
6|76|80|162
6|76|81|163
6|77|81|164
6|77|82|165
6|78|82|166
6|78|83|167
6|79|83|168
6|79|84|169
6|80|84|170
6|80|85|171
6|81|85|172
6|81|86|173
6|82|86|174
6|82|87|175
6|83|87|176
6|83|88|177
6|84|88|178
6|84|89|179
6|85|89|180
6|85|90|181
6|86|90|182
6|86|91|183
6|87|91|184
6|87|92|185
6|88|92|186
6|89|92|187
6|89|93|188
6|90|93|189
6|90|94|190
6|91|94|191
6|91|95|192
6|92|95|193
6|92|96|194
6|93|96|195
6|93|97|196
6|94|97|197
6|94|98|198
6|95|98|199
6|95|99|200
6|96|99|201
6|96|100|202
6|97|100|203
6|97|101|204
6|97|102|205
6|97|103|206
6|97|104|207
6|97|105|208
6|97|106|209
6|97|107|210
6|97|108|211
6|98|108|212
6|98|109|213
6|99|109|214
6|100|109|215
6|100|110|216
6|100|111|217
6|100|112|218
6|101|112|219
6|101|113|220
6|102|113|221
6|102|114|222
6|103|114|223
6|103|115|224
6|104|115|225
6|104|116|226
6|105|116|227
6|105|117|228
6|106|117|229
6|106|118|230
6|107|118|231
6|107|119|232
6|108|119|233
6|108|120|234
6|109|120|235
6|109|121|236
6|109|122|237
6|110|122|238
6|110|123|239
6|111|123|240
6|111|124|241
6|112|124|242
6|112|125|243
6|113|125|244
6|113|126|245
6|114|126|246
6|115|126|247
6|115|127|248
6|115|128|249
6|115|129|250
6|116|129|251
6|116|130|252
6|116|131|253
6|117|131|254
6|117|132|255
6|118|132|256
6|118|133|257
6|119|133|258
6|119|134|259
6|120|134|260
6|120|135|261
6|121|135|262
6|121|136|263
6|122|136|264
6|122|137|265
6|123|137|266
6|123|138|267
6|124|138|268
6|124|139|269
6|125|139|270
6|125|140|271
6|126|140|272
6|126|141|273
6|127|141|274
6|127|142|275
6|128|142|276
6|128|143|277
6|128|144|278
6|128|145|279
6|129|145|280
6|129|146|281
6|130|146|282
6|130|147|283
6|130|148|284
6|131|148|285
6|131|149|286
6|132|149|287
7|132|149|288
7|133|149|289
7|133|150|290
7|134|150|291
8|134|150|292
8|135|150|293
8|135|151|294
8|136|151|295
8|137|151|296
8|138|151|297
8|139|151|298
8|140|151|299
8|140|152|300
8|141|152|301
8|141|153|302
8|141|154|303
8|142|154|304
8|142|155|305
8|143|155|306
8|143|156|307
8|144|156|308
8|144|157|309
8|145|157|310
8|145|158|311
8|146|158|312
8|146|159|313
8|147|159|314
8|147|160|315
8|148|160|316
8|148|161|317
8|149|161|318
8|149|162|319
8|150|162|320
8|150|163|321
8|151|163|322
8|151|164|323
8|152|164|324
8|152|165|325
8|153|165|326
8|153|166|327
8|154|166|328
8|154|167|329
8|155|167|330
8|155|168|331
8|156|168|332
8|156|169|333
8|157|169|334
8|158|169|335
8|158|170|336
8|159|170|337
8|159|171|338
8|160|171|339
8|160|172|340
8|161|172|341
8|161|173|342
8|162|173|343
8|162|174|344
8|163|174|345
8|163|175|346
8|164|175|347
8|164|176|348
8|165|176|349
