1,0,0
100,0,4
200,0,5
300,0,6
400,0,7
500,0,8
600,0,9
700,0,11
800,0,12
900,0,13
1000,0,14
1100,0,15
1200,0,16
1300,0,17
1400,0,18
1500,0,19
1600,0,19
1700,0,20
1800,0,21
1900,0,22
2000,0,23
2100,0,24
2200,0,25
2300,0,26
2400,0,27
2500,0,28
2600,0,29
2700,0,30
2800,0,31
2900,0,32
3000,0,33
3100,0,34
3200,0,34
3300,0,35
3400,0,36
3500,0,37
3600,0,38
3700,0,39
3800,0,40
3900,0,41
4000,0,42
4100,0,43
4200,0,44
4300,0,45
4400,0,46
4500,0,47
4600,0,48
4700,0,49
4800,0,49
4900,0,50
5000,0,51
5100,0,52
5200,0,53
5300,0,54
5400,0,55
5500,0,56
5600,0,57
5700,0,58
5800,0,59
5900,1,0
6000,1,1
6100,1,2
6200,1,2
6300,1,3
6400,1,4
6500,1,5
6600,1,6
6700,1,7
6800,1,8
6900,1,9
7000,1,10
7100,1,11
7200,1,12
7300,1,13
7400,1,14
7500,1,15
7600,1,16
7700,1,16
7800,1,17
7900,1,18
8000,1,19
8100,1,20
8200,1,21
8300,1,22
8400,1,23
8500,1,24
8600,1,25
8700,1,26
8800,1,27
8900,1,28
9000,1,29
9100,1,30
9200,1,31
9300,1,32
9400,1,33
9500,1,33
9600,1,34
9700,1,35
9800,1,36
9900,1,37
10000,1,38
10100,1,39
10200,1,40
10300,1,41
10400,1,42
10500,1,43
10600,1,44
10700,1,45
10800,1,46
10900,1,47
11000,1,48
11100,1,49
11200,1,50
11300,1,51
11400,1,52
11500,1,53
11600,1,53
11700,1,54
11800,1,55
11900,1,56
12000,1,57
12100,1,58
12200,1,59
12300,2,0
12400,2,1
12500,2,2
12600,2,3
12700,2,4
12800,2,5
12900,2,6
13000,2,7
13100,2,8
13200,2,8
13300,2,9
13400,2,10
13500,2,11
13600,2,12
13700,2,13
13800,2,14
13900,2,15
14000,2,16
14100,2,17
14200,2,18
14300,2,19
14400,2,20
14500,2,21
14600,2,22
14700,2,23
14800,2,24
14900,2,25
15000,2,26
15100,2,27
15200,2,28
15300,2,29
15400,2,30
15500,2,31
15600,2,32
15700,2,33
15800,2,34
15900,2,35
16000,2,36
16100,2,37
16200,2,38
16300,2,39
16400,2,40
16500,2,41
16600,2,42
16700,2,43
16800,2,44
16900,2,45
17000,2,46
17100,2,47
17200,2,48
17300,2,49
17400,2,50
17500,2,51
17600,2,52
17700,2,53
17800,2,54
17900,2,55
18000,2,56
18100,2,57
18200,2,58
18300,2,59
18400,3,0
18500,3,1
18600,3,2
18700,3,3
18800,3,4
18900,3,5
19000,3,6
19100,3,7
19200,3,8
19300,3,9
19400,3,10
19500,3,11
19600,3,12
19700,3,13
19800,3,14
19900,3,15
20000,3,16
20100,3,17
20200,3,18
20300,3,19
20400,3,20
20500,3,21
20600,3,22
20700,3,23
20800,3,24
20900,3,25
21000,3,26
21100,3,27
21200,3,28
21300,3,29
21400,3,30
21500,3,31
21600,3,33
21700,3,34
21800,3,35
21900,3,36
22000,3,37
22100,3,38
22200,3,39
22300,3,40
22400,3,41
22500,3,42
22600,3,43
22700,3,44
22800,3,45
22900,3,46
23000,3,47
23100,3,48
23200,3,49
23300,3,49
23400,3,50
23500,3,51
23600,3,52
23700,3,53
23800,3,54
23900,3,55
24000,3,56
24100,3,57
24200,3,58
24300,3,59
24400,4,0
24500,4,1
24600,4,2
24700,4,3
24800,4,4
24900,4,5
25000,4,6
25100,4,7
25200,4,8
25300,4,9
25400,4,10
25500,4,11
25600,4,12
25700,4,13
25800,4,14
25900,4,15
26000,4,16
26100,4,17
26200,4,18
26300,4,19
26400,4,20
26500,4,21
26600,4,22
26700,4,23
26800,4,24
26900,4,25
27000,4,26
27100,4,27
27200,4,28
27300,4,29
27400,4,30
27500,4,31
27600,4,32
27700,4,33
27800,4,33
27900,4,34
28000,4,35
28100,4,36
28200,4,37
28300,4,38
28400,4,39
28500,4,40
28600,4,41
28700,4,42
28800,4,43
28900,4,44
29000,4,45
29100,4,46
29200,4,47
29300,4,48
29400,4,49
29500,4,50
29600,4,51
29700,4,52
29800,4,53
29900,4,54
30000,4,55
30100,4,55
30200,4,56
30300,4,57
30400,4,58
30500,4,59
30600,5,0
30700,5,1
30800,5,2
30900,5,3
31000,5,4
31100,5,5
31200,5,6
31300,5,7
31400,5,8
31500,5,9
31600,5,10
31700,5,11
31800,5,12
31900,5,13
32000,5,14
32100,5,15
32200,5,16
32300,5,17
32400,5,18
32500,5,19
32600,5,19
32700,5,20
32800,5,21
32900,5,22
33000,5,23
33100,5,24
33200,5,25
33300,5,26
33400,5,27
33500,5,28
33600,5,29
33700,5,30
33800,5,31
33900,5,32
34000,5,33
34100,5,34
34200,5,35
34300,5,36
34400,5,37
34500,5,38
34600,5,39
34700,5,40
34800,5,41
34900,5,42
35000,5,43
35100,5,44
35200,5,45
35300,5,45
35400,5,46
35500,5,47
35600,5,48
35700,5,49
35800,5,50
35900,5,51
36000,5,52
36100,5,53
36200,5,54
36300,5,55
36400,5,56
36500,5,57
36600,5,58
36700,5,59
36800,6,0
36900,6,1
37000,6,2
37100,6,3
37200,6,3
37300,6,4
37400,6,5
37500,6,6
37600,6,7
37700,6,8
37800,6,9
37900,6,10
38000,6,11
38100,6,12
38200,6,13
38300,6,14
38400,6,15
38500,6,16
38600,6,17
38700,6,18
38800,6,19
38900,6,20
39000,6,21
39100,6,21
39200,6,22
39300,6,23
39400,6,24
39500,6,25
39600,6,26
39700,6,27
39800,6,28
39900,6,29
40000,6,30
40100,6,31
40200,6,32
40300,6,33
40400,6,34
40500,6,35
40600,6,36
40700,6,37
40800,6,38
40900,6,39
41000,6,40
41100,6,40
41200,6,41
41300,6,42
41400,6,43
41500,6,44
41600,6,45
41700,6,46
41800,6,47
41900,6,48
42000,6,49
42100,6,50
42200,6,51
42300,6,52
42400,6,53
42500,6,54
42600,6,55
42700,6,56
42800,6,56
42900,6,57
43000,6,58
43100,6,59
43200,7,0
43300,7,1
43400,7,2
43500,7,3
43600,7,4
43700,7,5
43800,7,6
43900,7,7
44000,7,8
44100,7,9
44200,7,10
44300,7,11
44400,7,12
44500,7,12
44600,7,13
44700,7,14
44800,7,15
44900,7,16
45000,7,17
45100,7,18
45200,7,19
45300,7,20
45400,7,21
45500,7,22
45600,7,23
45700,7,24
45800,7,25
45900,7,26
46000,7,27
46100,7,28
46200,7,29
46300,7,29
46400,7,30
46500,7,31
46600,7,32
46700,7,33
46800,7,34
46900,7,35
47000,7,36
47100,7,37
47200,7,38
47300,7,39
47400,7,40
47500,7,41
47600,7,42
47700,7,43
47800,7,44
47900,7,45
48000,7,46
48100,7,47
48200,7,47
48300,7,48
48400,7,49
48500,7,50
48600,7,51
48700,7,52
48800,7,53
48900,7,54
49000,7,55
49100,7,56
49200,7,57
49300,7,58
49400,7,59
49500,8,0
49600,8,1
49700,8,2
49800,8,3
49900,8,4
50000,8,4
50100,8,5
50200,8,6
50300,8,7
50400,8,8
50500,8,9
50600,8,10
50700,8,11
50800,8,12
50900,8,13
51000,8,14
51100,8,15
51200,8,16
51300,8,17
51400,8,18
51500,8,19
51600,8,20
51700,8,21
51800,8,22
51900,8,22
52000,8,23
52100,8,24
52200,8,25
52300,8,26
52400,8,27
52500,8,28
52600,8,29
52700,8,30
52800,8,31
52900,8,32
53000,8,33
53100,8,34
53200,8,35
53300,8,36
53400,8,37
53500,8,38
53600,8,39
53700,8,40
53800,8,40
53900,8,41
54000,8,42
54100,8,43
54200,8,44
54300,8,45
54400,8,46
54500,8,47
54600,8,48
54700,8,49
54800,8,50
54900,8,51
55000,8,52
55100,8,53
55200,8,54
55300,8,55
55400,8,56
55500,8,56
55600,8,57
55700,8,58
55800,8,59
55900,9,0
56000,9,1
56100,9,2
56200,9,3
56300,9,4
56400,9,5
56500,9,6
56600,9,7
56700,9,8
56800,9,9
56900,9,10
57000,9,10
57100,9,11
57200,9,12
57300,9,13
57400,9,14
57500,9,15
57600,9,16
57700,9,17
57800,9,18
57900,9,19
58000,9,20
58100,9,21
58200,9,22
58300,9,23
58400,9,24
58500,9,25
58600,9,26
58700,9,26
58800,9,27
58900,9,28
59000,9,29
59100,9,30
59200,9,31
59300,9,32
59400,9,33
59500,9,34
59600,9,35
59700,9,36
59800,9,37
59900,9,38
60000,9,39
60100,9,40
60200,9,41
60300,9,42
60400,9,43
60500,9,44
60600,9,45
60700,9,46
60800,9,48
60900,9,49
61000,9,50
61100,9,51
61200,9,52
61300,9,53
61400,9,53
61500,9,54
61600,9,55
61700,9,56
61800,9,57
61900,9,58
62000,9,59
62100,10,0
62200,10,1
62300,10,2
62400,10,3
62500,10,4
62600,10,5
62700,10,6
62800,10,7
62900,10,8
63000,10,9
63100,10,10
63200,10,11
63300,10,12
63400,10,13
63500,10,14
63600,10,15
63700,10,16
63800,10,17
63900,10,18
64000,10,19
64100,10,20
64200,10,21
64300,10,22
64400,10,23
64500,10,24
64600,10,25
64700,10,26
64800,10,27
64900,10,28
65000,10,29
65100,10,30
65200,10,31
65300,10,32
65400,10,33
65500,10,34
65600,10,35
65700,10,36
65800,10,37
65900,10,38
66000,10,39
66100,10,40
66200,10,41
66300,10,43
66400,10,44
66500,10,45
66600,10,46
66700,10,47
66800,10,48
66900,10,49
67000,10,50
67100,10,51
67200,10,52
67300,10,53
67400,10,54
67500,10,55
67600,10,56
67700,10,57
67800,10,58
67900,10,59
68000,11,0
68100,11,1
68200,11,2
68300,11,3
68400,11,4
68500,11,5
68600,11,6
68700,11,7
68800,11,8
68900,11,9
69000,11,10
69100,11,11
69200,11,12
69300,11,13
69400,11,14
69500,11,15
69600,11,16
69700,11,17
69800,11,18
69900,11,19
70000,11,20
70100,11,22
70200,11,23
70300,11,24
70400,11,25
70500,11,26
70600,11,27
70700,11,28
70800,11,29
70900,11,30
71000,11,31
71100,11,32
71200,11,33
71300,11,34
71400,11,35
71500,11,36
71600,11,37
71700,11,38
71800,11,39
71900,11,40
72000,11,41
72100,11,42
72200,11,43
72300,11,44
72400,11,45
72500,11,46
72600,11,47
72700,11,48
72800,11,49
72900,11,50
73000,11,51
73100,11,52
73200,11,53
73300,11,54
73400,11,55
73500,11,56
73600,11,57
73700,11,58
73800,11,59
73900,12,0
74000,12,1
74100,12,2
74200,12,3
74300,12,4
74400,12,5
74500,12,6
74600,12,7
74700,12,8
74800,12,9
74900,12,10
75000,12,10
75100,12,11
75200,12,12
75300,12,13
75400,12,14
75500,12,15
75600,12,16
75700,12,17
75800,12,18
75900,12,19
76000,12,20
76100,12,21
76200,12,22
76300,12,23
76400,12,24
76500,12,25
76600,12,26
76700,12,27
76800,12,28
76900,12,29
77000,12,30
77100,12,31
77200,12,32
77300,12,33
77400,12,34
77500,12,34
77600,12,35
77700,12,36
77800,12,37
77900,12,38
78000,12,39
78100,12,40
78200,12,41
78300,12,42
78400,12,43
78500,12,44
78600,12,45
78700,12,46
78800,12,47
78900,12,48
79000,12,49
79100,12,50
79200,12,51
79300,12,52
79400,12,53
79500,12,54
79600,12,55
79700,12,56
79800,12,57
79900,12,58
80000,12,59
80100,13,0
80200,13,0
80300,13,1
80400,13,2
80500,13,3
80600,13,4
80700,13,5
80800,13,6
80900,13,7
81000,13,8
81100,13,9
81200,13,10
81300,13,11
81400,13,12
81500,13,13
81600,13,14
81700,13,15
81800,13,16
81900,13,17
82000,13,18
82100,13,19
82200,13,20
82300,13,21
82400,13,22
82500,13,23
82600,13,24
82700,13,24
82800,13,25
82900,13,26
83000,13,27
83100,13,28
83200,13,29
83300,13,30
83400,13,31
83500,13,32
83600,13,33
83700,13,34
