1,0,0
100,0,26
200,0,52
300,1,18
400,1,44
500,2,10
600,2,37
700,3,3
800,3,29
900,3,55
1000,4,21
1100,4,47
1200,5,14
1300,5,40
1400,6,7
1500,6,33
1600,7,0
1700,7,26
1800,7,53
1900,8,19
2000,8,45
2100,9,12
2200,9,38
2300,10,5
2400,10,31
2500,10,57
2600,11,23
2700,11,49
2800,12,15
2900,12,41
3000,13,7
3100,13,33
3200,13,59
3300,14,25
3400,14,51
3500,15,18
3600,15,44
3700,16,10
3800,16,36
3900,17,3
4000,17,29
4100,17,55
4200,18,21
4300,18,47
4400,19,13
4500,19,39
4600,20,5
4700,20,31
4800,20,57
4900,21,23
5000,21,49
